Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
3766,1.431452334,-0.634094252,-0.897627896,-1.628991874,1.473638807,3.269139607,-1.191056629,0.714399657,0.361943637,0.289273265,1.00929675,-3.173979874,1.866397251,1.409003112,0.257896731,1.531550731,0.445604449,-0.869024613,0.771560213,0.190323293,-0.287551957,-0.890034553,0.094978396,0.919221553,0.362751017,-0.50671945,-0.01698592,0.012727292,26.38,0
3767,1.337115765,-0.406379567,0.714694371,-0.632258885,-0.810010501,-0.216072113,-0.83987135,0.020000646,0.27206459,0.372615937,2.657996704,-2.361713266,1.551106261,1.53774755,-0.354260823,1.117816193,0.986519577,-1.241638178,0.340244346,-0.020915054,-0.172770475,-0.365498152,0.171744571,-0.074644828,0.100804932,-0.505932688,-0.003616401,0.001027783,1.83,0
3767,1.449959819,-0.60351177,-0.886885752,-1.636773781,1.483087049,3.265692082,-1.203769106,0.716886183,0.363072028,0.293735284,1.009159496,-3.174374462,1.864689265,1.406834238,0.256691572,1.530287182,0.445320429,-0.870987433,0.774619972,0.170814003,-0.293356775,-0.884978344,0.103422203,0.91872998,0.366268558,-0.505697721,-0.015175809,0.011059244,16.8,0
3767,1.40156603,-0.683479533,-0.914974552,-1.616425476,1.458381572,3.274706748,-1.170528235,0.710384358,0.360121485,0.282067897,1.009518391,-3.173342684,1.869155345,1.412505459,0.259842849,1.53359114,0.446063089,-0.865855007,0.766619246,0.221827333,-0.278178207,-0.898199435,0.081343146,0.920015357,0.357070813,-0.508369361,-0.01990893,0.015420893,41.85,0
3767,1.41732806,-0.333237517,0.709569513,-0.464641568,-1.070640025,-1.005382335,-0.670612268,-0.25233545,0.567658402,0.252582228,0.698067564,-3.251700275,1.442101695,1.355855817,0.119334642,1.225869653,0.969579011,-1.259261248,0.411057185,-0.006880838,-0.252982235,-0.613336199,0.154695487,0.294416659,0.196112361,-0.518207707,-0.018383317,0.014802817,5,0
3767,-0.908648966,0.225291016,2.065206689,-1.619825487,-0.243570145,-0.543429407,0.112439736,0.029091084,-0.001947679,-0.399497357,0.722234893,-3.475678704,1.311420897,1.208595397,-0.196615413,1.074962266,1.031602231,-1.606919978,-0.482299331,0.247067145,-0.185273427,-0.489357298,0.000478223,-0.02989192,0.219935611,-0.556918769,0.238087654,0.120711726,43.35,0
3767,0.979169401,-1.063541277,0.574407705,-0.426910598,-1.204411684,-0.301917966,-0.690857894,0.036679598,0.439310718,0.328978214,2.616934723,-2.996808097,0.210987374,1.856045957,-0.200473194,1.143796202,1.142960039,-1.1086318,0.215032862,0.247839137,-0.067174985,-0.530524414,0.056985793,0.104119368,-0.036958416,-0.533132668,-0.045572655,0.031113351,179.1,0
3767,1.388156515,-0.429865595,0.682244113,-0.443657169,-1.151989136,-1.024910661,-0.696740768,-0.21888039,0.670369589,0.266101735,0.58212621,-3.616244414,0.755427002,1.496587115,0.19584507,1.259285888,1.010217554,-1.172779646,0.410381375,-0.021676006,-0.251814183,-0.67624121,0.149473838,0.263593907,0.166917745,-0.516899847,-0.025569225,0.015763428,19.7,0
3767,1.412384602,-0.665602508,-0.90869522,-1.620974398,1.463904553,3.272691493,-1.177959328,0.71183786,0.360781087,0.284676175,1.009438159,-3.173573341,1.86815694,1.411237641,0.259138372,1.53285253,0.445897065,-0.867002376,0.768407832,0.210423156,-0.28157142,-0.895243821,0.086278983,0.919728007,0.359126995,-0.507772108,-0.018850827,0.014445834,36.25,1
3767,1.445452452,-0.54298369,0.062161191,-0.818044412,-0.32285879,0.232911729,-0.835680006,0.034227175,0.828472893,0.237446268,-0.518754672,-4.22353872,0.543397319,1.52777433,0.597483691,1.393955399,0.806353209,-1.113318805,0.581135858,-0.038850539,-0.321717298,-0.853787453,0.012942339,-1.4566906,0.265977272,-0.399094177,-0.013519017,-0.002959847,18.39,0
3767,1.458498763,-0.58940169,-0.881929565,-1.640364181,1.487446259,3.26410147,-1.209634361,0.718033411,0.363592643,0.29579396,1.00909617,-3.174556516,1.863901238,1.405833568,0.256135539,1.529704208,0.445189389,-0.871893035,0.776031677,0.161812849,-0.296034989,-0.88264552,0.107317989,0.918503178,0.367891474,-0.505226318,-0.014340663,0.010289643,12.38,0
3767,1.234771726,-0.516603517,0.672129801,-0.597004872,-0.788783279,-0.177224549,-0.713064861,-0.040800519,0.140603796,0.323512696,2.799752987,-1.919815296,2.387367627,1.385276607,-0.438266767,1.086063199,0.940854747,-1.332153311,0.317642093,0.140578884,-0.13097468,-0.325914185,0.114851224,-0.049274401,0.10921204,-0.514386722,-0.008280649,0.012082132,55.12,0
3767,1.442560689,-0.615738378,-0.891180367,-1.633662643,1.479309725,3.267070372,-1.198686769,0.715892092,0.362620907,0.291951408,1.009214369,-3.174216709,1.865372103,1.407701335,0.257173384,1.530792338,0.445433978,-0.870202715,0.773396707,0.178613646,-0.29103606,-0.886999772,0.100046443,0.918926506,0.364862276,-0.5061062,-0.015899475,0.011726115,20.63,0
3767,1.411399339,-0.667230594,-0.909267087,-1.620560121,1.463401567,3.272875025,-1.177282567,0.711705488,0.360721017,0.284438636,1.009445466,-3.173552335,1.868247866,1.411353103,0.25920253,1.532919797,0.445912185,-0.866897883,0.768244943,0.21146175,-0.281262395,-0.895512993,0.085829469,0.919754177,0.358939736,-0.507826501,-0.01894719,0.014534634,36.76,0
3767,1.410657485,-0.355748565,0.498991135,-0.568727055,-0.78326894,-0.703783137,-0.595599792,-0.274865153,0.474662818,0.219226405,0.39810287,-2.97551854,2.353846922,1.167883915,0.067084633,1.333376699,0.744544996,-1.195562868,0.584118931,0.105231551,-0.262719191,-0.647133809,0.064178971,-0.189350516,0.281402307,-0.492073349,-0.017650284,0.015205765,26.63,0
3767,-5.391266043,-7.236465657,0.82176591,-0.446688476,8.489768552,-1.051121698,-5.248991101,1.418886885,0.159304023,0.339126522,0.79743221,-2.995406564,2.029705111,1.619398684,0.375624579,1.228803587,0.638430707,-0.470233736,1.080553763,2.193438613,0.359072719,-1.215088341,1.269858409,0.885497153,0.607654435,-0.470883789,-0.242025891,0.202143128,42.5,0
3767,1.185316003,-0.628892934,0.73239259,-0.367167812,-1.113819118,-0.696506724,-0.610564576,-0.172431337,0.495527996,0.161276947,1.258080489,-2.92689147,1.615520732,1.376705435,0.330994081,0.836299047,1.358102059,-1.828627401,-0.101605223,0.139610953,-0.148806569,-0.462589972,0.146253074,0.312799706,0.055186563,-0.518387483,-0.016009755,0.030048194,90.65,0
3767,1.352921096,-0.763862298,-0.943209122,-1.59597157,1.433547883,3.283768197,-1.137114856,0.703848792,0.35715563,0.270339961,1.009879149,-3.172305552,1.873644602,1.41820611,0.263010479,1.536912244,0.446809603,-0.860695945,0.758577,0.273105403,-0.262920868,-0.911489138,0.059149506,0.921307405,0.347825334,-0.511054866,-0.024666614,0.019805178,67.03,0
3767,-0.310196538,-0.006543741,0.76854944,-1.935041043,2.200872842,3.483599294,-0.488789113,0.612529472,-0.306156111,0.139816629,1.017611699,-3.666514012,1.79352501,1.152161433,0.522345547,1.060379809,0.650807293,-0.63187928,1.676595959,0.452109847,-0.279338171,-0.727533916,-0.1727668,0.923539224,0.176871978,-0.399628879,-0.124893431,-0.156279285,7.09,0
3767,1.331513835,-0.382402225,0.818652145,-0.429288371,-1.033060872,-0.722091468,-0.706276373,-0.156710214,0.494006521,0.194488432,1.26874604,-2.893365478,1.670930056,1.345867278,0.313918202,0.82308942,1.351922196,-1.852579921,-0.077908514,-0.010033019,-0.193853092,-0.417020322,0.212103982,0.310804249,0.085294545,-0.510550115,-0.001265523,0.017024155,15,0
3767,1.417417629,-0.369116711,0.495898985,-0.56832829,-0.810432324,-0.713285394,-0.623788265,-0.254352331,0.527250369,0.231034912,0.339303867,-3.158877647,2.008716212,1.235618592,0.10442373,1.349056945,0.764122679,-1.154042619,0.587604129,0.075767963,-0.268879445,-0.673430352,0.071513271,-0.198968441,0.271079367,-0.490531813,-0.019216379,0.013833878,23,0
3767,1.372742863,-0.316627494,0.753962035,-0.586254892,-0.933789172,-0.667033583,-0.705339468,-0.162581141,0.161043888,0.392636665,2.56575615,-2.045399676,2.326007215,1.36024021,-0.688457456,1.37534183,0.665275698,-0.884514553,0.692079797,0.067658403,-0.189175036,-0.420252535,0.129532724,0.257672852,0.19758697,-0.53862209,-0.01595552,0.006788488,6,0
3768,1.395380312,-0.442467583,0.679421077,-0.443453358,-1.178915821,-1.034499286,-0.725247716,-0.198305275,0.722985409,0.278022025,0.523323769,-3.799613407,0.410253503,1.564267457,0.233153975,1.274934479,1.029788122,-1.13130857,0.413943226,-0.051628345,-0.258119861,-0.702411084,0.157019674,0.253963667,0.156682927,-0.515332714,-0.027089973,0.014349752,15.83,0
3768,1.349418103,-0.490234187,0.789755224,-0.418665777,-1.195361777,-0.771587401,-0.850426763,-0.044519084,0.787280313,0.255805659,0.939619594,-3.919751084,-0.259960578,1.727519685,0.524316402,0.912261001,1.461863415,-1.617950451,-0.061690069,-0.153996551,-0.222092462,-0.56973196,0.244072968,0.257473825,0.023693893,-0.503019015,-0.011987102,0.011139875,5,0
3768,-1.411559036,0.314500965,1.695915349,-1.655080964,-0.418469534,-0.271195186,-0.257594298,0.54520099,-0.579671312,-0.501354676,2.436686826,-2.104546856,2.270416518,1.540448358,-1.035173714,1.356327311,0.89533523,-1.183098571,-0.213530075,0.288235257,-0.057814522,-0.327560328,0.026757731,-0.071211978,0.240760158,-0.578363529,0.122926799,-0.003960018,59.31,0
3768,1.381667586,-0.716360489,-0.926524039,-1.608058707,1.448223232,3.278413377,-1.156860332,0.707710954,0.358908288,0.277270529,1.009665961,-3.17291844,1.870991697,1.414837338,0.261138583,1.534949654,0.446368454,-0.863744668,0.763329527,0.242802874,-0.271937119,-0.903635652,0.072264731,0.920543876,0.353288905,-0.50946788,-0.021855083,0.017214306,52.15,0
3768,1.435760444,-0.626975365,-0.895127376,-1.63080332,1.475838137,3.268337103,-1.194015796,0.714978462,0.3622063,0.290311919,1.009264801,-3.174071724,1.865999672,1.408498249,0.257616198,1.531256607,0.445538336,-0.869481512,0.772272453,0.185781986,-0.288903183,-0.888857586,0.096943917,0.919107126,0.363569819,-0.506481616,-0.016564569,0.012339009,24.15,0
3768,1.357856741,-0.480519838,0.791747292,-0.515430666,-1.244898428,-0.84151277,-0.862603396,-0.040997461,0.50573238,0.4622443,2.34590338,-3.237453643,-0.079291931,1.843916401,-0.44367111,1.426325636,0.875495771,-0.661179993,0.630687628,-0.092229954,-0.203299233,-0.575985596,0.184041076,0.399009985,0.090202481,-0.543377996,-0.031040803,0.003666803,5.3,0
3768,1.410955005,-0.667964829,-0.909524988,-1.620373291,1.463174731,3.272957795,-1.176977362,0.71164579,0.360693926,0.28433151,1.009448761,-3.173542861,1.868288872,1.411405174,0.259231464,1.532950132,0.445919004,-0.866850759,0.768171483,0.211930136,-0.281123031,-0.895634385,0.085626747,0.919765978,0.358855286,-0.507851031,-0.018990648,0.014574681,36.99,0
3769,1.365959168,-0.456093098,0.70990388,-0.568784239,-1.091219943,-0.700157176,-0.824038249,-0.0597139,0.43180333,0.443735151,2.258972298,-2.999236801,0.535550818,1.717116088,-0.490615616,1.460601134,0.766895192,-0.66307507,0.703857823,-0.040475085,-0.208153511,-0.569802919,0.148950747,0.221494339,0.136371929,-0.533502897,-0.028322509,0.003577691,8.97,0
3769,1.347647042,-0.772577348,-0.946270297,-1.59375397,1.43085543,3.284750633,-1.133492199,0.70314021,0.356834074,0.269068426,1.009918262,-3.172193107,1.874131325,1.418824171,0.263353912,1.537272316,0.44689054,-0.860136603,0.757705065,0.278664939,-0.261266677,-0.91293,0.056743285,0.921447488,0.346822945,-0.511346026,-0.025182439,0.020280519,69.76,0
3769,1.108258853,-0.658069664,0.715730488,-0.347732226,-1.030699506,-0.649180742,-0.463455149,-0.261202474,0.282128308,0.101984292,1.493647431,-2.192388663,3.000659414,1.111628121,0.184894641,0.776992815,1.280558891,-1.989403866,-0.123815028,0.310189263,-0.108478004,-0.371068232,0.09409644,0.352599885,0.086972149,-0.527314857,-0.014637209,0.040043651,131.06,0
3769,1.451370097,-0.601181372,-0.886067196,-1.637366766,1.483807009,3.265429379,-1.204737802,0.717075657,0.363158012,0.294075291,1.009149037,-3.174404529,1.864559116,1.406668969,0.256599739,1.530190899,0.445298787,-0.871137001,0.774853127,0.169327387,-0.293799104,-0.884593058,0.104065625,0.918692521,0.366536597,-0.505619865,-0.015037877,0.010932138,16.07,0
3769,1.374908743,-0.334453681,0.843355311,-0.381655924,-1.214998137,-1.18415816,-0.629803319,-0.293283469,0.498106291,0.23857985,1.045860324,-2.981554323,1.687552235,1.317949866,0.063277954,1.116455566,1.073030225,-1.402271678,0.281007976,0.022080335,-0.221680299,-0.53291944,0.183198892,0.634872027,0.158450535,-0.540821993,-0.017866631,0.020550382,15,0
3769,1.393452101,-0.696887301,-0.919684051,-1.613013784,1.454239337,3.276218189,-1.164954915,0.709294232,0.359626783,0.280111689,1.009578565,-3.173169691,1.869904149,1.413456322,0.260371207,1.534145097,0.446187607,-0.86499448,0.765277807,0.230380466,-0.275633298,-0.900416144,0.077641268,0.920230869,0.355528676,-0.508817301,-0.020702507,0.016152188,46.05,0
3769,1.342044568,-0.781835093,-0.949522094,-1.591398278,1.427995315,3.285794247,-1.129643954,0.702387503,0.356492494,0.26771771,1.00995981,-3.17207366,1.874648356,1.41948072,0.26371873,1.537654811,0.446976516,-0.85954243,0.756778833,0.284570674,-0.259509478,-0.914460585,0.054187227,0.921596294,0.345758136,-0.511655318,-0.025730385,0.02078546,72.66,0
3769,1.404058165,-0.679361432,-0.913528063,-1.617473352,1.45965383,3.274242519,-1.17224004,0.710719183,0.360273429,0.282668733,1.009499909,-3.173395818,1.868925355,1.412213408,0.259680568,1.533420996,0.446024844,-0.866119311,0.76703126,0.219200299,-0.278959858,-0.897518588,0.082480151,0.919949164,0.357544469,-0.50823178,-0.019665188,0.015196281,40.56,0
3769,1.381242571,-0.717062801,-0.926770727,-1.60788,1.448006258,3.278492548,-1.156568396,0.707653852,0.358882375,0.277168061,1.009669113,-3.172909379,1.87103092,1.414887145,0.261166259,1.53497867,0.446374977,-0.863699593,0.763259261,0.243250895,-0.271803815,-0.903751765,0.072070823,0.920555164,0.353208127,-0.509491343,-0.021896652,0.017252612,52.37,0
3769,-0.810139434,-0.259090883,0.665533047,-1.690965799,2.514849004,3.242299547,-0.852315058,0.631279738,-0.090700926,0.602633017,1.080744051,-3.629720899,1.847981868,1.102287523,0.743810211,0.932255367,0.755137439,-0.625513079,1.970804777,0.531995514,-0.338011536,-0.748692412,-0.224363949,0.937485462,0.179667809,-0.343227701,0.039027466,-0.078242194,5,0
3770,1.053725864,-0.863821587,0.517369216,-0.733433782,-0.334299114,1.362627946,-1.065760821,0.516154267,0.388431289,0.21863864,3.23854568,-2.559069111,0.591757625,1.828514184,0.593915852,0.197509777,1.965892545,-2.608565378,-0.868608833,-0.037128987,-0.047758369,-0.098531018,0.217688587,-1.119787546,-0.198181039,-0.412239051,0.031591259,0.000399896,74,0
3770,1.406964185,-0.306193221,0.716182686,-0.46611804,-1.02082478,-0.988614388,-0.621112416,-0.289016106,0.473110822,0.231761939,0.803892388,-2.921692352,2.063170454,1.233721945,0.05200677,1.197522022,0.934311491,-1.334189061,0.40508214,0.044251567,-0.242459717,-0.565509467,0.142316974,0.311680998,0.215036595,-0.52088286,-0.015387869,0.017109588,10.6,0
3770,1.374751428,-0.727789016,-0.930538326,-1.605150646,1.44469247,3.2797017,-1.15210974,0.706781751,0.358486613,0.275603094,1.009717252,-3.172770985,1.871629963,1.415647835,0.261588945,1.535421836,0.446474591,-0.863011172,0.76218611,0.250093402,-0.269767887,-0.905525133,0.06910932,0.920727574,0.351974417,-0.509849695,-0.022531513,0.017837647,55.73,0
3770,1.220270459,-0.640597722,0.721363849,-0.531528429,-1.050712863,-0.338586634,-0.832921067,0.049467538,0.40183513,0.37692722,2.673895553,-2.818733502,0.533243911,1.759264672,-0.253952362,1.111193887,1.119578634,-1.176439086,0.252525432,0.016024872,-0.138755658,-0.436512662,0.162735049,0.107153902,0.020473138,-0.520990716,-0.019764666,0.010145933,54.43,0
3770,1.245253833,-0.68585935,0.485028359,-0.652094422,-0.805019306,-0.02685451,-0.846075927,0.09153143,0.458263857,0.378585013,2.173698684,-3.068535152,0.489859984,1.756025031,-0.198194442,1.274386347,0.933588036,-0.983693918,0.452342582,0.038296261,-0.171515999,-0.550426167,0.093462627,-0.41593917,0.084831023,-0.488829203,-0.0226927,0.005715316,60.96,0
3770,0.971804904,-1.072400541,0.494588631,-0.405354448,-1.254806808,-0.62367131,-0.519413171,-0.141950738,0.334865396,0.334652478,2.34548386,-2.733068416,1.053882264,1.667627919,-0.518788091,1.464053561,0.746217979,-0.681491531,0.634791325,0.405416436,-0.07877387,-0.636732949,-0.037239913,0.232456277,0.077274969,-0.556316702,-0.063632593,0.040026432,213.04,0
3770,-1.063945237,-0.177114141,1.965639236,-0.933488699,-0.149983005,0.145396047,-0.203233139,-0.100710295,0.180419774,0.621874592,2.061443036,-4.078359804,-0.517272943,1.552087735,0.228117952,0.845479195,1.152889611,-0.667602438,1.412145869,-0.044300237,-0.210869124,-0.435802766,-0.018105678,-0.434558704,-0.11087703,-0.404722827,-0.533395082,-0.040681562,34.53,0
3770,1.149369606,-0.554755422,0.713768402,-0.588592273,-0.358713034,0.877315195,-0.888693558,0.258944029,0.366104246,0.016063031,2.130538733,-2.21344803,2.355870682,1.295839954,1.074161386,-0.181609803,2.235270589,-3.432983335,-1.28138756,-0.025752926,-0.081204605,0.012695266,0.283839729,-0.691723458,-0.138731304,-0.416875088,0.05453528,0.010931683,35.39,0
3770,1.351798966,-0.549062253,0.535644042,-0.691707865,-0.79961023,-0.059890247,-0.95693204,0.137213359,0.548240479,0.420558158,2.07891034,-3.363950708,-0.071183611,1.853182139,-0.144685501,1.292939102,0.963443255,-0.927414094,0.473745323,-0.10975616,-0.21139749,-0.566347682,0.148872615,-0.433870485,0.086508598,-0.48107791,-0.015835753,-0.005107585,5.6,0
3770,1.380360775,-0.409073012,0.449644513,-0.63189804,-0.590621123,-0.212667548,-0.69902652,-0.116637385,0.515209515,0.185268026,0.528696669,-3.048511545,2.07640409,1.244932938,0.351238894,1.067495854,1.019549107,-1.596393921,0.248178714,0.04809754,-0.244450552,-0.561222568,0.094958049,-0.558703721,0.208143317,-0.457823581,-0.002042002,0.009855826,21.72,0
3770,1.24977674,-0.605341299,0.644927812,-0.590640529,-0.916722014,-0.209461088,-0.832602909,0.05323134,0.381386451,0.373757068,2.528056868,-2.764187979,0.801604537,1.698482954,-0.26451133,1.16014987,1.030331012,-1.13836696,0.331601803,0.022879783,-0.154363145,-0.452625894,0.141660029,-0.080368617,0.059102837,-0.508765656,-0.017180249,0.007365121,46.89,0
3770,1.204425612,-0.687436731,0.493380101,-0.576244623,-0.930196592,-0.460510227,-0.625140972,-0.13060356,0.269675153,0.366117947,2.165613592,-2.492826663,1.753773149,1.491798698,-0.581251271,1.513674355,0.586791479,-0.678680465,0.787635259,0.237865346,-0.158186246,-0.585315831,0.010006269,-0.081097889,0.182898107,-0.526793441,-0.039269577,0.019291101,104.75,0
3770,1.279574943,-0.59451125,0.649203627,-0.659301915,-0.779323367,0.217146879,-1.022348062,0.251973241,0.517047736,0.373580587,2.609424483,-3.150574976,-0.121869878,1.89726027,0.082137901,0.897043705,1.36667955,-1.495541837,-0.017278872,-0.146694294,-0.15938763,-0.386365869,0.217285746,-0.424416239,-0.032465184,-0.471615004,0.001120156,-0.00479727,8,0
3770,1.190226951,-0.666224324,0.301530776,-0.940792465,0.1322778,1.762026266,-1.073732051,0.515897932,0.291706902,0.211831671,2.792747057,-2.263654836,1.687979654,1.581264732,0.530343168,0.345245055,1.659146837,-2.51499537,-0.602470288,-0.04410922,-0.108952643,-0.120231015,0.161078924,-1.78159058,-0.056777565,-0.368204455,0.0456866,-0.012324267,28.7,0
3770,-0.153461192,0.172512249,1.68137343,-1.023611957,-0.835731402,-0.809437821,0.125418022,-0.164634739,0.054606212,-0.212150045,0.470531064,-3.800775245,0.950541595,1.332323184,-0.042238626,1.167792592,1.003680316,-1.02047316,0.540726433,0.136302035,-0.154359963,-0.486036072,0.141949003,0.268817123,-0.233916146,-0.558608577,-0.014355536,0.023210798,59.32,0
3770,1.293303694,-0.572677872,0.658966383,-0.603756498,-0.943484301,-0.230757966,-0.900172906,0.090446621,0.467520888,0.400536994,2.433735876,-3.058259958,0.246376652,1.803025099,-0.206898811,1.183005024,1.06115332,-1.075403713,0.342586035,-0.058743303,-0.174479173,-0.485763856,0.168318765,-0.09662612,0.048803148,-0.504493361,-0.016486752,0.00222194,24.15,0
3770,1.424207755,-0.646065474,-0.901832806,-1.625945721,1.469940382,3.270489108,-1.186080451,0.71342633,0.361501939,0.28752665,1.009350477,-3.173825416,1.867065826,1.409852097,0.258368479,1.532045336,0.445715625,-0.868256286,0.7703625,0.197960019,-0.285279717,-0.892013759,0.091673148,0.919413975,0.361374109,-0.507119396,-0.017694471,0.013380233,30.13,0
3770,0.420967091,-1.082047673,1.083485703,1.86516152,-1.424602593,-0.302770002,-0.146441892,-0.138126147,2.00195933,-0.682044316,0.543727331,-2.039892854,1.719549268,1.286199143,-0.090932265,0.167551149,0.457716484,0.455128723,-0.878542485,0.580727679,0.22421159,0.213959606,-0.371785157,0.68687611,0.30623653,-0.35705416,-0.028449606,0.098366482,383.26,0
3770,-0.483778863,1.143981776,1.823299218,0.10285366,0.027425274,-0.624104231,0.576531636,-0.05799833,0.496630749,-0.540473895,2.562530325,-1.385887335,2.332244095,1.63140716,-0.689645275,0.27022829,0.117859232,0.256412033,0.016704131,0.12279646,-0.300289737,-0.568023889,0.007915388,0.476020316,-0.245452166,-0.000268635,0.237856048,0.108777631,8.06,0
3770,1.298438551,-0.476973135,0.784590963,-0.412431215,-1.093701543,-0.720642751,-0.722153746,-0.127951801,0.575331579,0.202604941,1.173653097,-3.187068131,1.123124641,1.459127433,0.377466602,0.852033318,1.383092035,-1.780405989,-0.079000423,-0.010036692,-0.19004145,-0.472437272,0.204226548,0.309302194,0.060870506,-0.511088386,-0.008185783,0.018928359,32.05,0
3771,-0.883986879,-0.467230251,1.610889684,-0.848088656,0.908703457,0.495245,-0.605724084,0.205164002,-0.594609303,0.08260971,1.547961836,-2.683204367,2.746869271,1.275390354,0.079444041,0.962491556,0.869478567,-0.576546275,2.035359715,0.602875978,-0.10298261,-0.432887016,-0.045982246,-1.406237998,0.147798568,-0.24572262,0.02611977,0.065312401,44.23,0
3771,1.131369494,-0.825434867,0.533984374,-0.403302674,-1.070207916,-0.516233843,-0.623052425,-0.113325017,0.642437617,0.168439385,0.821840421,-3.486685879,0.826027717,1.535977064,0.453420324,0.976508277,1.289671542,-1.609580638,0.014279179,0.17585379,-0.156113795,-0.61329344,0.081456872,-0.034671835,0.05527039,-0.499543853,-0.02947422,0.031785204,130.12,0
3771,-1.281865354,1.659352758,1.219310837,0.140317512,-0.441009983,-0.654553532,0.154833323,0.439929596,1.148460116,-0.324413018,0.879347602,-2.438842755,1.181048432,1.894646758,0.384730673,-0.111316393,0.913038173,-0.570852572,-0.733017471,0.118897133,-0.356298309,-0.702578722,0.129179006,0.300075449,-0.225528769,0.055345292,0.348868983,0.16245165,11.28,0
3771,1.373409305,-0.341839183,0.841081828,-0.380377205,-1.221886514,-1.185527448,-0.633482389,-0.289564006,0.508449949,0.240254084,1.03412167,-3.01816535,1.618789244,1.331830962,0.070931453,1.119786292,1.076989521,-1.393665214,0.281233595,0.019193433,-0.222017996,-0.538957764,0.183364806,0.633024179,0.155843996,-0.540671104,-0.018458736,0.020533002,15.75,0
3771,0.994144003,-1.083273695,0.246012303,-0.388408213,-1.044886125,-0.639384907,-0.347175833,-0.299457437,0.532748839,0.135093965,0.307193602,-3.259782249,1.84107443,1.326337744,0.154653776,1.3876399,0.782427167,-1.083809816,0.519046766,0.50855075,-0.138544907,-0.805953942,-0.119049956,-0.193388978,0.183667122,-0.513198164,-0.061950724,0.05152524,242.02,0
3771,1.40792123,-0.324242857,0.711125469,-0.463927471,-1.044827799,-0.99538706,-0.640605831,-0.273203861,0.514909484,0.240135625,0.756886195,-3.068284739,1.787476658,1.288431303,0.08216789,1.210370103,0.950041944,-1.300500802,0.407134423,0.025372701,-0.245991856,-0.587762725,0.146153669,0.304104882,0.20593227,-0.519895357,-0.017076079,0.016413245,10,0
3771,-0.345921731,1.191608583,1.416413359,0.273095733,0.042365563,-0.93938561,0.598701094,-0.123904307,0.971440621,-0.870275564,0.638008082,-2.881040654,1.210184297,1.11482824,0.217294039,0.381451938,0.769990566,0.205591513,-0.289913187,0.045863813,-0.418117367,-0.921648578,0.014068024,0.252069755,-0.199689801,0.035285778,0.213664589,0.090991608,7.99,0
3771,1.31833905,-0.505506094,0.551920782,-0.62687559,-0.870369797,-0.471637062,-0.70882046,-0.10928122,0.287164229,0.395314941,2.146842758,-2.534603159,1.676437046,1.491466107,-0.579812996,1.51159532,0.586100038,-0.679464263,0.809550926,0.114827064,-0.195055026,-0.562244673,0.062367704,-0.07881603,0.203351922,-0.520532689,-0.028736373,0.008995653,46.1,0
3771,1.353790445,-0.762425751,-0.942704533,-1.596337108,1.433991694,3.283606256,-1.137711998,0.703965591,0.357208634,0.270549555,1.009872701,-3.172324087,1.873564373,1.418104232,0.262953869,1.536852892,0.446796262,-0.860788145,0.758720726,0.272188996,-0.263193537,-0.911251633,0.059546136,0.921284315,0.347990563,-0.511006872,-0.024581588,0.019726825,66.58,0
3771,1.244380377,-0.530627608,0.660217197,-0.662945748,-0.638990252,0.27339414,-0.881372439,0.151056696,0.253886016,0.314006828,2.902089791,-2.235013588,1.604265446,1.558491299,-0.103519075,0.819596567,1.267984505,-1.701908659,-0.03434714,0.002963662,-0.128247577,-0.256615352,0.180390958,-0.363568762,0.019319308,-0.479981279,0.008692581,0.002331148,27.01,0
3771,1.406762808,-0.674892176,-0.91195823,-1.618610583,1.461034575,3.273738706,-1.174097813,0.711082558,0.36043833,0.283320802,1.009479851,-3.173453482,1.868675754,1.411896453,0.259504448,1.533236344,0.445983338,-0.866406154,0.767478406,0.216349255,-0.279808161,-0.896779685,0.08371411,0.919877326,0.358058515,-0.508082466,-0.019400662,0.014952516,39.16,0
3771,-0.774907054,-0.090667552,1.749059389,-2.24731709,0.234239615,0.654026687,-0.00717101,0.422418251,0.220335939,-0.887681905,1.456874437,-3.362795682,0.427100646,1.438596929,-0.028245826,0.443631828,1.679013773,-3.234300209,-2.850110584,-0.260226302,0.018043971,0.072348823,0.286652811,-0.770207572,-0.720901895,-0.778060976,0.111056866,0.118207599,43,0
3771,1.237776907,-0.62899179,0.372997951,-0.573623064,-0.64542636,-0.179819256,-0.588319761,-0.146294368,0.474530716,0.144824069,0.574230696,-2.93365795,2.292851181,1.221205905,0.338033708,1.064884546,1.013583107,-1.609380739,0.219357182,0.211278523,-0.196893139,-0.58230425,0.029675625,-0.52445893,0.186934968,-0.467676947,-0.01468345,0.023350107,95.3,0
3771,1.10927321,-0.689148704,0.534624504,-0.635736701,-0.259048022,1.068196906,-0.873022743,0.288543817,0.430377679,0.010278732,1.788194141,-2.480393765,2.116310439,1.343845475,1.135238866,-0.068172995,2.135137245,-3.28298497,-1.1670015,0.031630126,-0.086391949,-0.089194936,0.218562356,-1.024461477,-0.117442676,-0.399136181,0.045989042,0.012640578,67.9,0
